"filename", "language", "Markdown", "Log", "YAML", "JSON", "JavaScript", "CSV", "PostCSS", "HTML", "XML", "Properties", "PHP", "Python", "comment", "blank", "total"
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\License\LICENSE-BSD-4-CLAUSE.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\License\LICENSE-CC-BY-4.0.md", "Markdown", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 396
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\README.md", "Markdown", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 92
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\admin\dashboard\dashboard.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\api\openai\openai.json", "JSON", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\api\youtube\youtube_key.json", "JSON", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\server\authentication\server.log.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\server\local_server.js", "JavaScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 9, 38
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\bot\chat.bot.data.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\gospel\preacher.list.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\gospel\save_reflection.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 5, 19
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\gospel\the.gospel.js", "JavaScript", 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 184, 33, 357
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\user\auth.login.js", "JavaScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 4, 5, 53
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\user\forgot.stmp.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 3, 30
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\database\services\user\sinup.stmp.js", "JavaScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 4, 53
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\components\gallery-section\description\BlackGallery.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\components\gallery-section\description\BlackMiscellen.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\components\gallery-section\description\BlackMusic.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\components\gallery-section\description\BlackVideo.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\components\gallery-section\galler.sec.js", "JavaScript", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 8, 10, 106
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\drov\global.drv.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\animation.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 3, 13
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\background.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 7, 37
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\console.mod.js", "JavaScript", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 17, 24, 168
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\cookies.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 11, 8, 57
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\copyright.holder.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 3, 14
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\languages.trans.jsx", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 8, 4, 36
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\light.dark.mode.js", "JavaScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 4, 32
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\net.loader.jsx", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 5, 34
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\playback.bin.min.js", "JavaScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 11, 13, 100
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\search.engine.js", "JavaScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 13, 11, 67
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\slogan.tjx.compose.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 12, 8, 52
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\global\title.framebar.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 2, 17
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\main\components\about.pgs.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 9, 8, 55
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\main\components\product.pgs.js", "JavaScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 8, 7, 52
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\main\page.navigation.js", "JavaScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 12, 8, 62
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\modals\blackblazent.account.jsx", "JavaScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 6, 5, 39
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\modals\blackblazent.menu.jsx", "JavaScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 9, 8, 62
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\modals\flooting.window.jsx", "JavaScript", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 21, 23, 128
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\modals\logo.ui.jsx", "JavaScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 11, 9, 53
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\modals\more.page.js", "JavaScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 3, 25
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\tools\cli\chatbot.assistant.js", "JavaScript", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 15, 15, 158
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\tools\cli\data.template.js", "JavaScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\dev\tools\modules\module.directory", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\app\version\automate.version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 7, 17, 120
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\change-log.log", "Log", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\package-lock.json", "JSON", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\package.json", "JSON", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemap-blog.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 2, 26
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemap-documents.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 2, 26
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemap-gallery.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 2, 26
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemap-pages.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 6, 5, 50
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemap-products.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 2, 26
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\private\sitemapindex.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 4, 32
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\about.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 12, 1, 111
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\blackblazent-login.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 2, 0, 33
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\blackblazent-signup.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 32
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\blog.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 1, 249
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\community.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 1, 82
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\documentation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 53
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\donate.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 1, 77
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\download.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 306
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\gallery.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 1, 64
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\privacy.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 5, 59
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\product.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 114, 1, 212
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\reset-account.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 31
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\components\services.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 83
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\global.css", "PostCSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 9, 27, 303
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 11, 2, 242
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\animation.css", "PostCSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 3, 21
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\blackbalzent.menu.css", "PostCSS", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 8, 67
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\blackblazent.account.css", "PostCSS", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 5, 6, 67
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\chatbot.assistant.css", "PostCSS", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 2, 10, 142
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\.tmp.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\about.css", "PostCSS", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 113
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\blog.css", "PostCSS", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 95
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\community.css", "PostCSS", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 86
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\documentation.css", "PostCSS", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 70
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\donate.css", "PostCSS", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 86
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\download.css", "PostCSS", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 116
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\forgot.css", "PostCSS", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 107
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\gallery.css", "PostCSS", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 4, 15, 160
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\login.css", "PostCSS", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 121
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\privacy.css", "PostCSS", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 1, 0, 80
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\product.css", "PostCSS", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 122
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\services.css", "PostCSS", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 62
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\components\signup.css", "PostCSS", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 108
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\cookies.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 34
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\flooting.window.css", "PostCSS", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 7, 108
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\languages.trans.css", "PostCSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 5, 44
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\light.dark.mode.css", "PostCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 4, 24
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\loading.css", "PostCSS", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 4, 42
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\logo.ui.css", "PostCSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\more.page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 3, 40
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\page.navigator.css", "PostCSS", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\responsive.css", "PostCSS", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 32, 120
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\share.gospel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 68
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\slogan.component.css", "PostCSS", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 5, 6, 59
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\src\styles\terminal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 5, 6, 92
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\temp\site.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\version_manifest.csv", "CSV", 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 1, 194
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\version_manifest.js", "JavaScript", 0, 0, 0, 0, 1350, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1351
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\version_manifest.json", "JSON", 0, 0, 0, 1350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1350
"c:\Users\Vilma E. Agripo\Documents\JednazLonestamp\Projects\Computer.Programs\BlackBlazent\Website1\version_manifest.yaml", "YAML", 0, 0, 963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 964
"Total", "-", 396, 16, 963, 1437, 2635, 193, 2450, 1483, 146, 0, 12, 96, 612, 584, 11023